hotel,hotel_type,arrival_date,lead_time,market_segment,distribution_channel,customer_type,deposit_type,country,agent,adr,estimated_revenue,is_canceled,cancel_risk_score,predicted_cancel
Resort Hotel - Lucknow,Resort Hotel,2024-12-26,26,Direct,Direct,Transient-Party,No Deposit,ITA,0.0,80.0,400.0,0,0.012942091650219829,0
Resort Hotel - Kolkata,Resort Hotel,2024-12-26,16,Direct,Direct,Transient-Party,No Deposit,ITA,0.0,80.0,320.0,0,0.00693075622406047,0
Resort Hotel - Chandigarh,Resort Hotel,2024-12-06,34,Offline TA/TO,TA/TO,Transient,No Deposit,GBR,115.0,26.1,182.7,0,0.00124106838535731,0
Resort Hotel - Bhopal,Resort Hotel,2024-12-09,49,Groups,Direct,Transient-Party,No Deposit,CHE,0.0,81.0,324.0,0,0.03736291054714901,0
Resort Hotel - Lucknow,Resort Hotel,2024-12-09,0,Direct,Direct,Transient,No Deposit,PRT,0.0,40.0,40.0,0,0.02947367000119959,0
Resort Hotel - Mumbai,Resort Hotel,2024-12-26,3,Offline TA/TO,TA/TO,Transient,No Deposit,ESP,177.0,35.0,175.0,0,0.0010839830236801715,0
Resort Hotel - Kochi,Resort Hotel,2024-12-04,133,Direct,Direct,Transient-Party,No Deposit,DEU,0.0,80.0,400.0,0,0.0029617643994167436,0
Resort Hotel - Delhi,Resort Hotel,2024-12-06,49,Groups,Direct,Transient,No Deposit,PRT,0.0,83.0,332.0,0,0.582438971812352,1
Resort Hotel - Jaipur,Resort Hotel,2024-12-09,3,Corporate,Corporate,Transient-Party,No Deposit,PRT,0.0,30.0,60.0,0,0.31829215996533095,0
Resort Hotel - Jaipur,Resort Hotel,2024-12-10,10,Corporate,Corporate,Transient,No Deposit,PRT,0.0,42.0,84.0,0,0.04139391121859688,0
Resort Hotel - Indore,Resort Hotel,2024-12-01,1,Corporate,Corporate,Transient-Party,No Deposit,BRA,0.0,40.0,80.0,0,0.0403127608400528,0
Resort Hotel - Hyderabad,Resort Hotel,2024-12-28,8,Direct,Direct,Transient,No Deposit,PRT,0.0,35.0,35.0,0,0.038160301725869684,0
Resort Hotel - Mumbai,Resort Hotel,2024-12-03,2,Direct,Direct,Transient,No Deposit,PRT,0.0,40.0,40.0,0,0.1451322170939851,0
Resort Hotel - Hyderabad,Resort Hotel,2024-12-18,2,Direct,Direct,Transient,No Deposit,PRT,0.0,40.0,40.0,0,0.11427839855889593,0
Resort Hotel - Kolkata,Resort Hotel,2024-11-28,20,Online TA,TA/TO,Transient,No Deposit,DEU,241.0,45.65,182.6,0,0.01403839395752236,0
Resort Hotel - Goa,Resort Hotel,2024-12-12,25,Direct,Direct,Transient,No Deposit,PRT,0.0,45.0,90.0,0,0.17205527969394463,0
Resort Hotel - Chandigarh,Resort Hotel,2024-11-27,81,Groups,TA/TO,Transient-Party,No Deposit,GBR,115.0,86.55,259.65002,0,0.0016176610724618122,0
Resort Hotel - Goa,Resort Hotel,2024-11-18,81,Groups,TA/TO,Transient,No Deposit,GBR,115.0,49.0,147.0,0,0.00791589059091871,0
Resort Hotel - Kolkata,Resort Hotel,2024-12-14,34,Online TA,TA/TO,Transient,No Deposit,GBR,240.0,56.0,280.0,0,0.892101472518061,1
Resort Hotel - Lucknow,Resort Hotel,2024-12-12,81,Groups,TA/TO,Transient-Party,No Deposit,GBR,115.0,86.55,259.65002,0,0.002037236336935614,0
Resort Hotel - Bangalore,Resort Hotel,2024-11-29,46,Offline TA/TO,TA/TO,Transient-Party,No Deposit,PRT,375.0,25.0,25.0,0,0.7531148017210695,1
Resort Hotel - Jaipur,Resort Hotel,2024-12-25,46,Offline TA/TO,TA/TO,Transient-Party,No Deposit,PRT,375.0,25.0,25.0,0,0.7005336009690493,1
Resort Hotel - Goa,Resort Hotel,2024-12-10,1,Offline TA/TO,TA/TO,Transient,No Deposit,ESP,8.0,40.0,40.0,0,0.007433739781944851,0
Resort Hotel - Mumbai,Resort Hotel,2024-12-09,30,Groups,TA/TO,Transient-Party,No Deposit,ESP,38.0,65.4,392.40002,0,0.025472421968911932,0
Resort Hotel - Ahmedabad,Resort Hotel,2024-11-16,30,Groups,TA/TO,Transient-Party,No Deposit,ESP,38.0,48.7,292.2,0,0.00971409659510944,0
Resort Hotel - Bhopal,Resort Hotel,2024-12-22,23,Online TA,TA/TO,Transient,No Deposit,ESP,240.0,48.0,48.0,0,0.15180393642757012,0
Resort Hotel - Bangalore,Resort Hotel,2024-12-16,23,Online TA,TA/TO,Transient,No Deposit,ESP,240.0,48.0,48.0,0,0.16007830454226693,0
Resort Hotel - Chandigarh,Resort Hotel,2024-12-04,3,Offline TA/TO,TA/TO,Transient-Party,No Deposit,PRT,330.0,50.0,50.0,0,0.06723676907315479,0
Resort Hotel - Lucknow,Resort Hotel,2024-12-24,52,Online TA,TA/TO,Transient,No Deposit,NLD,240.0,56.0,168.0,0,0.8071231122500128,1
Resort Hotel - Chandigarh,Resort Hotel,2024-11-18,1,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,84.0,84.0,0,0.0032759087419873263,0
Resort Hotel - Pune,Resort Hotel,2024-11-25,0,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,58.0,58.0,0,0.0015221519823588065,0
Resort Hotel - Chennai,Resort Hotel,2024-11-07,187,Offline TA/TO,TA/TO,Transient,No Deposit,IRL,171.0,41.09,287.63,0,0.006586124054133207,0
Resort Hotel - Goa,Resort Hotel,2024-11-28,4,Direct,Direct,Transient,No Deposit,PRT,0.0,80.0,80.0,0,0.04458634082795043,0
Resort Hotel - Pune,Resort Hotel,2024-12-13,31,Offline TA/TO,TA/TO,Transient,No Deposit,ESP,339.0,29.0,145.0,0,0.00372847955305487,0
Resort Hotel - Indore,Resort Hotel,2024-11-24,6,Corporate,TA/TO,Transient,No Deposit,PRT,0.0,59.0,118.0,0,0.025899688104562765,0
Resort Hotel - Lucknow,Resort Hotel,2024-12-16,46,Corporate,Corporate,Transient,No Deposit,PRT,0.0,59.0,59.0,0,0.0031574928622796787,0
Resort Hotel - Kochi,Resort Hotel,2024-11-24,4,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,68.0,68.0,0,0.12686293209809402,0
Resort Hotel - Goa,Resort Hotel,2024-12-29,2,Online TA,TA/TO,Transient,No Deposit,FIN,240.0,61.33,367.98,0,0.1895062096509966,0
Resort Hotel - Hyderabad,Resort Hotel,2024-11-15,0,Direct,Direct,Transient,No Deposit,PRT,0.0,30.0,30.0,0,0.042280693559820004,0
Resort Hotel - Bhopal,Resort Hotel,2024-12-14,16,Online TA,TA/TO,Transient,No Deposit,ESP,241.0,84.7,338.8,0,0.011650922557873781,0
Resort Hotel - Chennai,Resort Hotel,2024-12-30,0,Online TA,TA/TO,Transient,No Deposit,PRT,15.0,38.4,38.4,0,0.2913878928711986,0
Resort Hotel - Kolkata,Resort Hotel,2024-11-27,40,Online TA,TA/TO,Transient,No Deposit,FRA,240.0,48.0,288.0,0,0.3058020505482637,0
Resort Hotel - Chandigarh,Resort Hotel,2024-11-20,40,Online TA,TA/TO,Transient,No Deposit,FRA,240.0,48.0,288.0,0,0.27109383984475344,0
Resort Hotel - Ahmedabad,Resort Hotel,2024-11-07,8,Offline TA/TO,TA/TO,Transient,No Deposit,ESP,175.0,80.0,160.0,0,0.009642927605728581,0
Resort Hotel - Bangalore,Resort Hotel,2024-11-07,1,Direct,Direct,Transient,No Deposit,PRT,0.0,0.0,0.0,0,0.1818893765589945,0
Resort Hotel - Goa,Resort Hotel,2024-11-05,23,Corporate,Corporate,Transient,No Deposit,PRT,0.0,45.0,45.0,0,0.1664366992640554,0
Resort Hotel - Lucknow,Resort Hotel,2024-11-19,0,Direct,Direct,Transient,No Deposit,PRT,0.0,40.0,40.0,0,0.08286148320167278,0
Resort Hotel - Delhi,Resort Hotel,2024-12-15,1,Corporate,Corporate,Transient,No Deposit,PRT,0.0,40.0,40.0,0,0.004133527550971935,0
Resort Hotel - Hyderabad,Resort Hotel,2024-12-28,56,Offline TA/TO,TA/TO,Transient,No Deposit,AUT,251.0,37.0,37.0,0,0.0010996834553677383,0
Resort Hotel - Goa,Resort Hotel,2024-11-22,1,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,48.0,48.0,0,0.03916341340682533,0
Resort Hotel - Mumbai,Resort Hotel,2024-11-18,2,Offline TA/TO,TA/TO,Transient,No Deposit,PRT,146.0,40.5,40.5,0,0.21322906872745662,0
Resort Hotel - Jaipur,Resort Hotel,2024-12-03,10,Corporate,Corporate,Transient-Party,No Deposit,PRT,0.0,30.0,30.0,0,0.22356476528623093,0
Resort Hotel - Ahmedabad,Resort Hotel,2024-12-22,36,Corporate,Corporate,Transient,No Deposit,PRT,0.0,65.0,65.0,0,0.011575723439669953,0
Resort Hotel - Pune,Resort Hotel,2024-12-12,51,Groups,TA/TO,Transient-Party,No Deposit,CHN,66.0,30.0,30.0,0,0.013926683816719602,0
Resort Hotel - Bhopal,Resort Hotel,2024-12-11,51,Groups,TA/TO,Transient-Party,No Deposit,PRT,66.0,30.0,30.0,0,0.43990580169052296,0
Resort Hotel - Chennai,Resort Hotel,2024-12-20,0,Direct,Direct,Transient,No Deposit,CN,0.0,45.0,180.0,0,0.006495071414946643,0
Resort Hotel - Chandigarh,Resort Hotel,2024-12-28,5,Direct,TA/TO,Transient,No Deposit,PRT,0.0,56.0,56.0,0,0.01434754546898994,0
Resort Hotel - Indore,Resort Hotel,2024-11-18,1,Online TA,TA/TO,Transient,No Deposit,GBR,242.0,48.0,144.0,0,0.0394799109089617,0
Resort Hotel - Ahmedabad,Resort Hotel,2024-11-02,3,Online TA,TA/TO,Transient,No Deposit,FIN,0.0,68.0,340.0,0,0.027420800239821515,0
Resort Hotel - Bangalore,Resort Hotel,2024-11-06,9,Online TA,TA/TO,Transient,No Deposit,ESP,240.0,66.0,66.0,0,0.0014585238386173305,0
Resort Hotel - Chandigarh,Resort Hotel,2024-11-09,71,Online TA,TA/TO,Transient,No Deposit,GBR,240.0,61.4,184.20001,0,0.44375684833478446,0
Resort Hotel - Bangalore,Resort Hotel,2024-12-22,49,Offline TA/TO,TA/TO,Transient,No Deposit,DEU,171.0,75.8,379.0,0,0.0008017453710528958,0
Resort Hotel - Delhi,Resort Hotel,2024-11-29,1,Direct,Direct,Transient,No Deposit,ESP,250.0,64.33,192.99,0,0.002260181105277249,0
Resort Hotel - Kolkata,Resort Hotel,2024-11-25,38,Offline TA/TO,TA/TO,Transient,No Deposit,GBR,8.0,35.0,105.0,0,0.0016239891982081616,0
Resort Hotel - Chennai,Resort Hotel,2024-12-07,2,Offline TA/TO,TA/TO,Transient,No Deposit,ESP,171.0,30.0,90.0,0,0.007980938103325428,0
Resort Hotel - Kochi,Resort Hotel,2024-12-14,126,Online TA,TA/TO,Transient,No Deposit,FRA,240.0,54.0,324.0,0,0.0023267553667536143,0
Resort Hotel - Goa,Resort Hotel,2024-11-07,30,Online TA,TA/TO,Transient,No Deposit,IRL,240.0,74.0,296.0,0,0.0016342736315463021,0
Resort Hotel - Kochi,Resort Hotel,2024-12-06,11,Offline TA/TO,TA/TO,Transient,No Deposit,GBR,95.0,12.0,60.0,0,0.009069022401009017,0
Resort Hotel - Pune,Resort Hotel,2024-12-24,40,Offline TA/TO,TA/TO,Transient-Party,No Deposit,GBR,115.0,26.1,104.4,0,0.0030082627859653282,0
Resort Hotel - Indore,Resort Hotel,2024-11-05,12,Offline TA/TO,TA/TO,Transient,No Deposit,FRA,115.0,44.87,269.22,0,0.0021137478154851755,0
Resort Hotel - Indore,Resort Hotel,2024-11-28,22,Offline TA/TO,TA/TO,Transient,No Deposit,GBR,171.0,34.0,136.0,0,0.010194170816164867,0
Resort Hotel - Chandigarh,Resort Hotel,2024-11-30,4,Corporate,Corporate,Transient,No Deposit,PRT,0.0,35.0,70.0,0,0.2865810088892016,0
Resort Hotel - Indore,Resort Hotel,2024-12-17,5,Offline TA/TO,TA/TO,Transient,No Deposit,GBR,95.0,45.0,315.0,0,0.0071329781021012995,0
Resort Hotel - Bangalore,Resort Hotel,2024-11-09,50,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,86.0,430.0,0,0.861447560395117,1
Resort Hotel - Pune,Resort Hotel,2024-12-05,4,Online TA,TA/TO,Transient,No Deposit,BRA,240.0,59.67,358.02,0,0.04898134831521931,0
Resort Hotel - Hyderabad,Resort Hotel,2024-11-18,0,Direct,Direct,Transient,No Deposit,PRT,0.0,68.0,68.0,0,0.09803004677513531,0
Resort Hotel - Bangalore,Resort Hotel,2024-11-30,16,Online TA,TA/TO,Transient-Party,No Deposit,ITA,240.0,48.0,48.0,0,0.044391726062325006,0
Resort Hotel - Goa,Resort Hotel,2024-11-12,8,Offline TA/TO,TA/TO,Transient,No Deposit,GBR,95.0,29.0,203.0,0,0.004655305164694144,0
Resort Hotel - Hyderabad,Resort Hotel,2024-11-19,16,Online TA,TA/TO,Transient-Party,No Deposit,ITA,240.0,43.0,43.0,0,0.02567857141501484,0
Resort Hotel - Chennai,Resort Hotel,2024-11-04,7,Offline TA/TO,TA/TO,Transient,No Deposit,PRT,177.0,29.0,29.0,0,0.25300913993715834,0
Resort Hotel - Mumbai,Resort Hotel,2024-12-18,27,Offline TA/TO,TA/TO,Transient,No Deposit,GBR,171.0,37.0,148.0,0,0.005527093826225139,0
Resort Hotel - Bhopal,Resort Hotel,2024-11-06,56,Online TA,TA/TO,Transient,No Deposit,CN,240.0,49.43,346.01,0,0.3132452774644537,0
Resort Hotel - Kolkata,Resort Hotel,2024-12-26,0,Offline TA/TO,TA/TO,Transient,No Deposit,DEU,171.0,55.0,385.0,0,0.007154434942249505,0
Resort Hotel - Kolkata,Resort Hotel,2024-12-01,0,Direct,Direct,Transient,No Deposit,PRT,0.0,53.0,53.0,0,0.07565531688909195,0
Resort Hotel - Ahmedabad,Resort Hotel,2024-11-04,1,Corporate,Corporate,Transient,No Deposit,PRT,0.0,53.0,53.0,0,0.14743996547360586,0
Resort Hotel - Ahmedabad,Resort Hotel,2024-12-19,3,Corporate,Corporate,Transient,No Deposit,PRT,0.0,75.0,75.0,0,0.026721538293768,0
Resort Hotel - Chandigarh,Resort Hotel,2024-11-05,12,Online TA,TA/TO,Transient,No Deposit,ESP,240.0,64.0,320.0,0,0.0022671292677917993,0
Resort Hotel - Kolkata,Resort Hotel,2024-12-19,1,Direct,Direct,Transient,No Deposit,GBR,0.0,58.0,58.0,0,0.025468862181086127,0
Resort Hotel - Hyderabad,Resort Hotel,2024-11-14,60,Offline TA/TO,TA/TO,Transient,No Deposit,PRT,171.0,25.0,100.0,0,0.6350490196195645,1
Resort Hotel - Jaipur,Resort Hotel,2024-12-16,1,Direct,Direct,Transient,No Deposit,PRT,0.0,0.0,0.0,0,0.17646772953726014,0
Resort Hotel - Chennai,Resort Hotel,2024-12-01,39,Offline TA/TO,TA/TO,Transient,No Deposit,PRT,36.0,34.56,138.24,0,0.4562128243675066,0
Resort Hotel - Kolkata,Resort Hotel,2024-12-14,12,Offline TA/TO,TA/TO,Transient,No Deposit,GBR,115.0,41.4,207.0,0,0.0030508569848196596,0
Resort Hotel - Chandigarh,Resort Hotel,2024-12-02,10,Online TA,TA/TO,Transient,No Deposit,ESP,240.0,49.0,294.0,0,0.0020433855297936616,0
Resort Hotel - Jaipur,Resort Hotel,2024-11-12,23,Corporate,Corporate,Transient,No Deposit,PRT,0.0,42.0,42.0,0,0.4811069031247874,0
Resort Hotel - Lucknow,Resort Hotel,2024-11-15,6,Offline TA/TO,TA/TO,Transient,No Deposit,FRA,6.0,46.0,138.0,0,0.007309916947370379,0
Resort Hotel - Bangalore,Resort Hotel,2024-12-24,34,Online TA,TA/TO,Transient,No Deposit,ESP,241.0,65.45,196.34999,0,0.01968852546708389,0
Resort Hotel - Jaipur,Resort Hotel,2024-12-04,55,Online TA,TA/TO,Transient,No Deposit,ESP,240.0,117.0,468.0,0,0.0049423938724827135,0
Resort Hotel - Indore,Resort Hotel,2024-11-12,6,Complementary,Direct,Transient,No Deposit,PRT,0.0,0.0,0.0,0,0.25336789687778694,0
Resort Hotel - Chennai,Resort Hotel,2024-11-21,0,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,53.0,53.0,0,0.030656559381601143,0
Resort Hotel - Lucknow,Resort Hotel,2024-12-29,14,Offline TA/TO,TA/TO,Transient,No Deposit,ESP,196.0,74.0,370.0,0,0.006517539680284848,0
Resort Hotel - Chandigarh,Resort Hotel,2024-11-17,20,Direct,Direct,Transient,No Deposit,PRT,250.0,95.0,190.0,0,0.26887668420087285,0
Resort Hotel - Chandigarh,Resort Hotel,2024-11-29,5,Online TA,TA/TO,Transient,No Deposit,ESP,240.0,48.0,96.0,0,0.061800185353875575,0
Resort Hotel - Indore,Resort Hotel,2024-11-28,18,Online TA,TA/TO,Transient,No Deposit,ESP,240.0,54.0,108.0,0,0.864698400836647,1
Resort Hotel - Lucknow,Resort Hotel,2024-12-11,24,Offline TA/TO,TA/TO,Transient,No Deposit,GBR,8.0,52.2,365.4,0,0.005023493488393262,0
Resort Hotel - Kolkata,Resort Hotel,2024-12-20,23,Offline TA/TO,TA/TO,Transient,No Deposit,ESP,196.0,58.0,290.0,0,0.009029214827926825,0
Resort Hotel - Bhopal,Resort Hotel,2024-11-09,63,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,66.75,267.0,0,0.006063959673651497,0
Resort Hotel - Chandigarh,Resort Hotel,2024-12-12,38,Online TA,TA/TO,Transient,No Deposit,ESP,241.0,48.14,192.56,0,0.011032457000337836,0
Resort Hotel - Hyderabad,Resort Hotel,2024-11-02,35,Online TA,TA/TO,Transient,No Deposit,GBR,241.0,50.13,200.52,0,0.013884006846195307,0
Resort Hotel - Bangalore,Resort Hotel,2024-11-30,126,Online TA,TA/TO,Transient,No Deposit,ESP,240.0,52.0,104.0,0,0.21413926055599808,0
Resort Hotel - Lucknow,Resort Hotel,2024-11-05,10,Online TA,TA/TO,Transient-Party,No Deposit,NLD,240.0,55.33,165.99,0,0.13948632711629275,0
Resort Hotel - Ahmedabad,Resort Hotel,2024-11-09,20,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,118.25,473.0,0,0.941441246143956,1
Resort Hotel - Kolkata,Resort Hotel,2024-11-10,121,Online TA,TA/TO,Transient,No Deposit,FRA,240.0,77.4,154.8,0,0.6099017789719366,1
Resort Hotel - Mumbai,Resort Hotel,2024-11-17,5,Direct,Direct,Transient,No Deposit,ESP,250.0,102.33,613.98,0,0.09112248658716848,0
Resort Hotel - Mumbai,Resort Hotel,2024-12-16,167,Offline TA/TO,TA/TO,Transient,No Deposit,DEU,171.0,55.5,388.5,0,0.0013141067774130027,0
Resort Hotel - Bangalore,Resort Hotel,2024-11-20,39,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,123.0,246.0,0,0.0022675592158958586,0
Resort Hotel - Kochi,Resort Hotel,2024-11-17,3,Online TA,TA/TO,Transient-Party,No Deposit,ESP,240.0,107.67,323.01,0,0.0038010544903714603,0
Resort Hotel - Bhopal,Resort Hotel,2024-11-06,40,Online TA,TA/TO,Transient,No Deposit,ESP,240.0,76.75,307.0,0,0.8740597316571188,1
Resort Hotel - Chandigarh,Resort Hotel,2024-11-13,3,Online TA,TA/TO,Transient,No Deposit,ESP,240.0,86.2,431.0,0,0.0024752788758290413,0
Resort Hotel - Bhopal,Resort Hotel,2024-11-22,7,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,110.0,330.0,0,0.139650482664282,0
Resort Hotel - Lucknow,Resort Hotel,2024-12-22,10,Online TA,TA/TO,Transient,No Deposit,POL,240.0,68.0,68.0,0,0.09587080408700727,0
Resort Hotel - Bangalore,Resort Hotel,2024-11-13,4,Online TA,TA/TO,Transient,No Deposit,ESP,240.0,121.0,121.0,0,0.0025771018204640925,0
Resort Hotel - Pune,Resort Hotel,2024-12-06,62,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,131.0,262.0,0,0.006290639654196541,0
Resort Hotel - Chennai,Resort Hotel,2024-12-28,79,Online TA,TA/TO,Transient,No Deposit,GBR,240.0,80.6,241.79999,0,0.001711563481736044,0
Resort Hotel - Bhopal,Resort Hotel,2024-11-07,4,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,92.0,276.0,0,0.1113649588117655,0
Resort Hotel - Jaipur,Resort Hotel,2024-11-21,25,Direct,Direct,Transient,No Deposit,PRT,0.0,0.0,0.0,0,0.03147262970439171,0
Resort Hotel - Chennai,Resort Hotel,2024-12-07,43,Online TA,TA/TO,Transient,No Deposit,ESP,240.0,163.75,655.0,0,0.8212641582611998,1
Resort Hotel - Kochi,Resort Hotel,2024-12-25,1,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,48.0,48.0,0,0.012454853429807993,0
Resort Hotel - Lucknow,Resort Hotel,2024-11-24,3,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,91.5,183.0,0,0.3989705693653097,0
Resort Hotel - Delhi,Resort Hotel,2024-12-05,31,Online TA,TA/TO,Transient,No Deposit,PRT,241.0,55.6,166.79999,0,0.5531068142483837,1
Resort Hotel - Goa,Resort Hotel,2024-12-15,39,Online TA,TA/TO,Transient,No Deposit,GBR,240.0,110.33,330.99,0,0.0022418148848639885,0
Resort Hotel - Hyderabad,Resort Hotel,2024-11-29,0,Online TA,TA/TO,Transient,No Deposit,PRT,184.0,0.0,0.0,1,0.01529069058023687,0
Resort Hotel - Kolkata,Resort Hotel,2024-11-28,12,Online TA,TA/TO,Transient,No Deposit,DEU,240.0,55.0,110.0,0,0.004685807264344725,0
Resort Hotel - Chandigarh,Resort Hotel,2024-11-05,34,Online TA,TA/TO,Transient,No Deposit,ESP,240.0,74.2,371.0,0,0.005081904537518917,0
Resort Hotel - Bhopal,Resort Hotel,2024-11-18,20,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,80.0,160.0,0,0.7512121640290956,1
Resort Hotel - Jaipur,Resort Hotel,2024-11-13,73,Online TA,TA/TO,Transient,No Deposit,PRT,241.0,0.0,0.0,0,0.23425006208704333,0
Resort Hotel - Bhopal,Resort Hotel,2024-11-27,0,Online TA,TA/TO,Transient-Party,No Deposit,PRT,240.0,56.0,56.0,0,0.06676368346949423,0
Resort Hotel - Kolkata,Resort Hotel,2024-12-29,40,Online TA,TA/TO,Transient,No Deposit,FRA,240.0,54.0,108.0,0,0.0024318662739602156,0
Resort Hotel - Bangalore,Resort Hotel,2024-11-14,4,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,48.0,144.0,0,0.1752625161343121,0
Resort Hotel - Lucknow,Resort Hotel,2024-12-06,2,Direct,Direct,Transient,No Deposit,PRT,0.0,48.0,96.0,0,0.2280543737611231,0
Resort Hotel - Lucknow,Resort Hotel,2024-12-06,23,Direct,Direct,Transient,No Deposit,ESP,250.0,55.0,55.0,0,0.0027531329534360473,0
Resort Hotel - Lucknow,Resort Hotel,2024-12-01,25,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,60.0,120.0,0,0.11457487733720521,0
Resort Hotel - Kochi,Resort Hotel,2024-11-22,0,Online TA,TA/TO,Transient-Party,No Deposit,ESP,240.0,48.0,48.0,0,0.15492810505080792,0
Resort Hotel - Indore,Resort Hotel,2024-11-10,6,Corporate,Corporate,Transient,No Deposit,PRT,47.0,45.0,45.0,0,0.005811541136169691,0
Resort Hotel - Ahmedabad,Resort Hotel,2024-12-28,6,Corporate,Corporate,Transient-Party,No Deposit,PRT,0.0,50.0,50.0,0,0.0851544482065272,0
Resort Hotel - Bangalore,Resort Hotel,2024-12-27,1,Online TA,TA/TO,Transient,No Deposit,ESP,240.0,48.0,48.0,0,0.05387531314291114,0
Resort Hotel - Chandigarh,Resort Hotel,2024-11-25,77,Online TA,TA/TO,Transient,No Deposit,IRL,240.0,75.89,531.23,0,0.0010773820947253896,0
Resort Hotel - Bangalore,Resort Hotel,2024-11-07,7,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,74.0,222.0,0,0.0030111629982949102,0
Resort Hotel - Bhopal,Resort Hotel,2024-11-12,14,Online TA,TA/TO,Transient,No Deposit,PRT,196.0,51.3,153.9,0,0.061235912612982,0
Resort Hotel - Bangalore,Resort Hotel,2024-11-15,1,Online TA,TA/TO,Transient,No Deposit,FRA,240.0,48.0,48.0,0,0.028443039921107745,0
Resort Hotel - Hyderabad,Resort Hotel,2024-11-04,46,Direct,Direct,Transient,No Deposit,PRT,250.0,76.0,152.0,0,0.0018976900423280727,0
Resort Hotel - Indore,Resort Hotel,2024-12-26,39,Offline TA/TO,TA/TO,Transient,No Deposit,GBR,26.0,28.5,114.0,0,0.009321130385158005,0
Resort Hotel - Jaipur,Resort Hotel,2024-11-01,3,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,74.0,222.0,0,0.0018674949646175026,0
Resort Hotel - Jaipur,Resort Hotel,2024-12-08,40,Offline TA/TO,TA/TO,Transient,No Deposit,PRT,26.0,52.25,209.0,0,0.5122382870619558,1
Resort Hotel - Mumbai,Resort Hotel,2024-11-08,0,Online TA,TA/TO,Transient-Party,No Deposit,SYR,240.0,54.0,108.0,0,0.092508866885543,0
Resort Hotel - Ahmedabad,Resort Hotel,2024-12-26,2,Offline TA/TO,TA/TO,Transient,No Deposit,PRT,251.0,59.0,59.0,0,0.1895589921927988,0
Resort Hotel - Ahmedabad,Resort Hotel,2024-12-05,69,Online TA,TA/TO,Transient,No Deposit,GBR,241.0,65.32,457.24,0,0.028802355022165587,0
Resort Hotel - Bhopal,Resort Hotel,2024-11-22,108,Offline TA/TO,TA/TO,Transient,No Deposit,AUS,177.0,41.4,41.4,0,0.007764609536452538,0
Resort Hotel - Goa,Resort Hotel,2024-11-05,28,Online TA,TA/TO,Transient,No Deposit,PRT,240.0,106.8,534.0,0,0.005732620644927121,0
Resort Hotel - Delhi,Resort Hotel,2024-12-19,0,Direct,Direct,Transient,No Deposit,PRT,0.0,85.0,85.0,0,0.08665250752943084,0
Resort Hotel - Indore,Resort Hotel,2024-12-02,77,Online TA,TA/TO,Transient,No Deposit,GBR,240.0,52.27,156.81,0,0.05861421618723408,0
Resort Hotel - Lucknow,Resort Hotel,2024-12-30,168,Groups,Direct,Transient-Party,No Deposit,GBR,0.0,66.0,330.0,0,0.007362267267191912,0
Resort Hotel - Goa,Resort Hotel,2024-12-17,169,Groups,Direct,Transient-Party,Refundable,PRT,0.0,66.0,264.0,0,0.4598604374083052,0
Resort Hotel - Goa,Resort Hotel,2024-12-04,24,Offline TA/TO,TA/TO,Transient-Party,No Deposit,LUX,0.0,58.0,406.0,0,0.02538139049441243,0
Resort Hotel - Bhopal,Resort Hotel,2024-11-25,168,Groups,Direct,Transient,No Deposit,GBR,0.0,60.0,300.0,0,0.00383407621536892,0
Resort Hotel - Delhi,Resort Hotel,2024-12-08,64,Direct,Direct,Transient,No Deposit,DEU,250.0,57.33,171.99,0,0.07982006643054164,0
Resort Hotel - Chennai,Resort Hotel,2024-12-12,0,Online TA,TA/TO,Transient,No Deposit,UKR,240.0,82.5,330.0,0,0.005996711660354793,0
Resort Hotel - Chennai,Resort Hotel,2024-12-14,0,Online TA,TA/TO,Transient-Party,No Deposit,BEL,240.0,97.5,195.0,0,0.026609592440557297,0
Resort Hotel - Chandigarh,Resort Hotel,2024-11-06,1,Online TA,TA/TO,Transient,No Deposit,BEL,240.0,83.0,83.0,0,0.0017015711763105794,0
Resort Hotel - Kochi,Resort Hotel,2024-11-19,28,Offline TA/TO,TA/TO,Transient,No Deposit,PRT,115.0,0.0,0.0,0,0.012878596714565598,0
Resort Hotel - Delhi,Resort Hotel,2024-11-28,25,Groups,TA/TO,Transient-Party,Non Refund,DEU,298.0,54.5,109.0,0,0.005174883587188004,0
